,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
109,2-s2.0-85196061577,10.1109/TCBB.2024.3414498,,38875076,SIG: Graph-Based Cancer Subtype Stratification With Gene Mutation Structural Information,ar,Article,Zhang C.,60029306;60007029;60024063;60122389,Wuhan University;Jiangnan University;University of Massachusetts Boston;Zhongnan Hospital of Wuhan University,Wuhan;Wuxi;Boston;Wuhan,China;China;United States;China,6,"Zhang, Chengcheng;Li, Wei;Deng, Ming;Jiang, Yizhang;Cui, Xiaohui;Chen, Ping",59683387100;57196308169;59172796200;55437846600;57195974967;55490207600,60007029;60007029;60122389;60007029;60029306;60024063,2024-01-01,2024,IEEE ACM Transactions on Computational Biology and Bioinformatics,15455963,17971,15579964,Journal,,,,1-13,"Somatic tumors have a high-dimensional, sparse, and small sample size nature, making cancer subtype stratification based on somatic genomic data a challenge. Current methods for improving cancer clustering performance focus on dimension reduction, integrating multi-omics data, or generating realistic samples, yet ignore the associations between mutated genes within the patient-gene matrix. We refer to these associations as gene mutation structural information, which implicitly includes cancer subtype information and can enhance subtype clustering. We introduce a novel method for cancer subtype clustering called SIG(Structural Information within Graph). As cancer is driven by a combination of genes, we establish associations between mutated genes within the same patient sample, pair by pair, and use a graph to represent them. An association between two mutated genes corresponds to an edge in the graph. We then merge these associations among all mutated genes to obtain a structural information graph, which enriches the gene network and improves its relevance to cancer clustering. We integrate the somatic tumor genome with the enriched gene network and propagate it to cluster patients with mutations in similar network regions. Our method achieves superior clustering performance compared to SOTA methods, as demonstrated by clustering experiments on ovarian and LUAD datasets. The code is available at <uri>https://github.com/ChangSIG/SIG.git</uri>.",Bioinformatics | Cancer | Cancer clustering | Clustering algorithms | feature selection | gene mutation structural information | genomic data | Genomics | Germanium | graph | Task analysis | Tumors,1,0,,,,,
110,2-s2.0-85194403119,10.2196/42547,,,Optimizing Outcomes in Psychotherapy for Anxiety Disorders Using Smartphone-Based and Passive Sensing Features: Protocol for a Randomized Controlled Trial,ar,Article,Müller-Bardorff M.,60025038;60025858;60012614;60024541;60010586;60027786;112323260,"University of California, Berkeley;ETH Zürich;Universität Zürich;NYU Grossman School of Medicine;Universität Ulm;University of St. Gallen;Psychiatric University",Berkeley;Zurich;Zurich;New York;Ulm;St Gallen;Zurich,United States;Switzerland;Switzerland;United States;Germany;Switzerland;Switzerland,11,"Müller-Bardorff, Miriam;Schulz, Ava;Paersch, Christina;Recher, Dominique;Schlup, Barbara;Seifritz, Erich;Kolassa, Iris Tatjana;Kowatsch, Tobias;Fisher, Aaron;Galatzer-Levy, Isaac;Kleim, Birgit",57188702667;56124492900;57889595100;57216980318;15924100200;57203074345;6505534161;24831578800;24463669900;16303648200;22835121500,60012614;60012614;60012614;60012614;112323260;112323260;60010586;60012614-60027786-60025858;60025038;60024541;60012614,2024-01-01,2024,Jmir Research Protocols,,21100967335,19290748,Journal,13,,e42547,,"Background: Psychotherapies, such as cognitive behavioral therapy (CBT), currently have the strongest evidence of durable symptom changes for most psychological disorders, such as anxiety disorders. Nevertheless, only about half of individuals treated with CBT benefit from it. Predictive algorithms, including digital assessments and passive sensing features, could better identify patients who would benefit from CBT, and thus, improve treatment choices. Objective: This study aims to establish predictive features that forecast responses to transdiagnostic CBT in anxiety disorders and to investigate key mechanisms underlying treatment responses. Methods: This study is a 2-armed randomized controlled clinical trial. We include patients with anxiety disorders who are randomized to either a transdiagnostic CBT group or a waitlist (referred to as WAIT). We index key features to predict responses prior to starting treatment using subjective self-report questionnaires, experimental tasks, biological samples, ecological momentary assessments, activity tracking, and smartphone-based passive sensing to derive a multimodal feature set for predictive modeling. Additional assessments take place weekly at mid- and posttreatment and at 6- and 12-month follow-ups to index anxiety and depression symptom severity. We aim to include 150 patients, randomized to CBT versus WAIT at a 3:1 ratio. The data set will be subject to full feature and important features selected by minimal redundancy and maximal relevance feature selection and then fed into machine leaning models, including eXtreme gradient boosting, pattern recognition network, and k-nearest neighbors to forecast treatment response. The performance of the developed models will be evaluated. In addition to predictive modeling, we will test specific mechanistic hypotheses (eg, association between self-efficacy, daily symptoms obtained using ecological momentary assessments, and treatment response) to elucidate mechanisms underlying treatment response. Results: The trial is now completed. It was approved by the Cantonal Ethics Committee, Zurich. The results will be disseminated through publications in scientific peer-reviewed journals and conference presentations. Conclusions: The aim of this trial is to improve current CBT treatment by precise forecasting of treatment response and by understanding and potentially augmenting underpinning mechanisms and personalizing treatment.",anxiety | CBT | cognitive behavioral therapy | digital | ecological momentary assessment | EMA | passive sensing | transdiagnostic,3,1,all publisherfullgold repository repositoryam,All Open Access Gold Green,ERC,10001C_169827,European Research Council
111,2-s2.0-85187449726,10.2174/1386207326666230413085646,,37056061,A Feature Selection Method Based on Graph Theory for Cancer Classification,ar,Article,Zhou K.,60032504,Shanghai University of Engineering Science,Shanghai,China,4,"Zhou, Kai;Yin, Zhixiang;Gu, Jiaying;Zeng, Zhiliang",57414408100;59858298100;58100003900;57981306200,60032504;60032504;60032504;60032504,2024-01-01,2024,Combinatorial Chemistry and High Throughput Screening,13862073,23453,18755402,Journal,27,5,,650-660,"Objective: Gene expression profile data is a good data source for people to study tumors, but gene expression data has the characteristics of high dimension and redundancy. Therefore, gene selection is a very important step in microarray data classification. Methods: In this paper, a feature selection method based on the maximum mutual information coefficient and graph theory is proposed. Each feature of gene expression data is treated as a vertex of the graph, and the maximum mutual information coefficient between genes is used to measure the relationship between the vertices to construct an undirected graph, and then the core and coritivity theory is used to determine the feature subset of gene data. Results: In this work, we used three different classification models and three different evaluation metrics such as accuracy, F1-Score, and AUC to evaluate the classification performance to avoid reliance on any one classifier or evaluation metric. The experimental results on six different types of genetic data show that our proposed algorithm has high accuracy and robustness compared to other advanced feature selection methods. Conclusion: In this method, the importance and correlation of features are considered at the same time, and the problem of gene selection in microarray data classification is solved.",cancer classification | feature selection | filters | Gene expression | graph theory | MIC,4,0,,,NSFC,62072296,National Natural Science Foundation of China
112,2-s2.0-85167354501,10.1007/s00330-023-09957-7,,37552258,Radiomics analysis from magnetic resonance imaging in predicting the grade of nonfunctioning pancreatic neuroendocrine tumors: a multicenter study,ar,Article,Zhu H.B.,60009860;60030434;60121971;60013602;60108904;60008510;60124575,"Fudan University;Qingdao University;Peking University First Hospital;Kunming Medical University;Fudan University Shanghai Cancer Center;Beijing Cancer Hospital;Key Laboratory of Carcinogenesis and Translational Research, Ministry of Education",Shanghai;Qingdao;Beijing;Kunming;Shanghai;Beijing;Beijing,China;China;China;China;China;China;China,10,"Zhu, Hai Bin;Zhu, Hai Tao;Jiang, Liu;Nie, Pei;Hu, Juan;Tang, Wei;Zhang, Xiao Yan;Li, Xiao Ting;Yao, Qian;Sun, Ying Shi",57138989200;57213825493;56061414500;54968368400;56663431700;57723564400;55139218900;35299842400;55886327100;35097024100,60008510;60008510;60121971;60030434;60013602;60108904-60009860;60008510;60008510;60124575;60008510,2024-01-01,January 2024,European Radiology,09387994,16687,14321084,Journal,34,1,,90-102,"Objectives: To explore the potential of radiomics features to predict the histologic grade of nonfunctioning pancreatic neuroendocrine tumor (NF-PNET) patients using non-contrast sequence based on MRI. Methods: Two hundred twenty-eight patients with NF-PNETs undergoing MRI at 5 centers were retrospectively analyzed. Data from center 1 (n = 115) constituted the training cohort, and data from centers 2–5 (n = 113) constituted the testing cohort. Radiomics features were extracted from T2-weighted images and the apparent diffusion coefficient. The least absolute shrinkage and selection operator was applied to select the most important features and to develop radiomics signatures. The area under receiver operating characteristic curve (AUC) was performed to assess models. Results: Tumor boundary, enhancement homogeneity, and vascular invasion were used to construct the radiological model to stratify NF-PNET patients into grade 1 and 2/3 groups, which yielded AUC of 0.884 and 0.684 in the training and testing groups. A radiomics model including 4 features was constructed, with an AUC of 0.941 and 0.871 in the training and testing cohorts. The fusion model combining the radiomics signature and radiological characteristics showed good performance in the training set (AUC = 0.956) and in the testing set (AUC = 0.864), respectively. Conclusion: The developed model that integrates radiomics features with radiological characteristics could be used as a non-invasive, dependable, and accurate tool for the preoperative prediction of grade in NF-PNETs. Clinical relevance statement: Our study revealed that the fusion model based on a non-contrast MR sequence can be used to predict the histologic grade before operation. The radiomics model may be a new and effective biological marker in NF-PNETs. Key Points: The diagnostic performance of the radiomics model and fusion model was better than that of the model based on clinical information and radiological features in predicting grade 1 and 2/3 of nonfunctioning pancreatic neuroendocrine tumors (NF-PNETs). Good performance of the model in the four external testing cohorts indicated that the radiomics model and fusion model for predicting the grades of NF-PNETs were robust and reliable, indicating the two models could be used in the clinical setting and facilitate the surgeons’ decision on risk stratification. The radiomics features were selected from non-contrast T2-weighted images (T2WI) and diffusion-weighted imaging (DWI) sequence, which means that the administration of contrast agent was not needed in grading the NF-PNETs.",Diffusion magnetic resonance imaging | Neuroendocrine tumors | Pancreatic neoplasms | Prediction model | Radiomics,20,1,all publisherhybridgold repository repositoryam,All Open Access Hybrid Gold Green,NSFC,20191103,National Natural Science Foundation of China
113,2-s2.0-105000734091,10.1109/ISDH64927.2024.00046,,,A Self-Expressive Feature Selection Algorithm Based on Self-Representation of Data,cp,Conference Paper,Qiu J.,60030270;60103950,Guangxi University;Yulin Normal University,Nanning;Yulin,China;China,5,"Qiu, Jie;Chen, Zuoyun;Chen, Jianmei;Lan, Wei;Ding, Xiaojun",57204020491;59705516700;58631499500;55264285600;56333143700,60103950;60103950;60103950;60030270;60103950,2024-01-01,2024,Proceedings 2024 International Symposium on Digital Home Isdh 2024,,21101284195,,Conference Proceeding,,,,235-242,"Many biological data exhibit characteristics such as high dimensionality, large scale, high complexity, and high noise. In many cases, it is necessary to eliminate noise and identify truly useful features for better data analysis and modeling. In labeled data, algorithms such as correlation analysis or embedded selection methods can be used to select features most relevant to the labels. However, these algorithms are not effective for unlabeled data. Currently, common methods involve selecting features with higher variance or, based on feature correlation, identifying central features from a group of related features. This paper proposes a new method for feature selection using self-representation of data. The idea is that features in high-dimensional biological big data exhibit some redundancy, and redundant features can be represented by other features. Therefore, it is only necessary to find a subset of features, from which the entire dataset can be generated. This subset may represent more essential and important features. Using this subset for subsequent work can resist certain noise and reduce complexity, thereby improving algorithm performance. The paper presents a framework that can use linear models and non-linear neural network models to select feature subsets. Experiments compared the proposed method with popular unsupervised feature selection methods, using KMeans, KNN, and SVM as classification methods to classify the original data and the data after feature selection, and analyzed the results. The experiments ultimately demonstrated that the proposed method in this paper outperforms other popular unsupervised feature selection methods on multiple biological datasets.",feature selection | linear regression | mean square error | neural network | unsupervised learning,0,0,,,,2024KY0602,
114,2-s2.0-85179854810,10.1186/s12859-023-05605-5,,38102551,A novel and innovative cancer classification framework through a consecutive utilization of hybrid feature selection,ar,Article,Mahto R.,60010065;60032499;60026981;60094571;60113205;60119615;60017008;60279984,"The University of Arizona;Harvard T.H. Chan School of Public Health;Xi'an University of Technology;Lovely Professional University;Chitkara University, Punjab;VIT Bhopal University;University of Texas School of Health Information Sciences at Houston;Kebri Dehar University",Tucson;Boston;Xi'an;Phagwara;Rajpura;Sehore;Houston;Kabridahar,United States;United States;China;India;India;India;United States;Ethiopia,8,"Mahto, Rajul;Ahmed, Saboor Uddin;Rahman, Rizwan ur;Aziz, Rabia Musheer;Roy, Priyanka;Mallik, Saurav;Li, Aimin;Shah, Mohd Asif",58071808900;58250117300;55253267000;57207728368;57205727063;56213777000;54389661600;58090397100,60119615;60119615;60119615;60119615;60119615;60032499-60010065;60017008-60026981;60279984-60094571-60113205,2023-12-01,December 2023,BMC Bioinformatics,,17929,14712105,Journal,24,1,479,,"Cancer prediction in the early stage is a topic of major interest in medicine since it allows accurate and efficient actions for successful medical treatments of cancer. Mostly cancer datasets contain various gene expression levels as features with less samples, so firstly there is a need to eliminate similar features to permit faster convergence rate of classification algorithms. These features (genes) enable us to identify cancer disease, choose the best prescription to prevent cancer and discover deviations amid different techniques. To resolve this problem, we proposed a hybrid novel technique CSSMO-based gene selection for cancer classification. First, we made alteration of the fitness of spider monkey optimization (SMO) with cuckoo search algorithm (CSA) algorithm viz., CSSMO for feature selection, which helps to combine the benefit of both metaheuristic algorithms to discover a subset of genes which helps to predict a cancer disease in early stage. Further, to enhance the accuracy of the CSSMO algorithm, we choose a cleaning process, minimum redundancy maximum relevance (mRMR) to lessen the gene expression of cancer datasets. Next, these subsets of genes are classified using deep learning (DL) to identify different groups or classes related to a particular cancer disease. Eight different benchmark microarray gene expression datasets of cancer have been utilized to analyze the performance of the proposed approach with different evaluation matrix such as recall, precision, F1-score, and confusion matrix. The proposed gene selection method with DL achieves much better classification accuracy than other existing DL and machine learning classification models with all large gene expression dataset of cancer.",Cancer classification | Cuckoo search algorithm (CSA) | Deep learning (DL) | Minimum redundancy maximum relevance (mRMR) | Spider monkey optimization (SM),37,1,all publisherfullgold repository repositoryam,All Open Access Gold Green,SERB,2021/SPG/003900,Science and Engineering Research Board
115,2-s2.0-85176132685,10.1016/j.compbiomed.2023.107659,S0010482523011241,37950946,Dual regularized subspace learning using adaptive graph learning and rank constraint: Unsupervised feature selection on gene expression microarray datasets,ar,Article,Moslemi A.,60016849;60029150,University of Toronto;Sunnybrook Health Sciences Centre,Toronto;Toronto,Canada;Canada,2,"Moslemi, Amir;Ahmadian, Arash",57737896400;57569269900,60029150;60016849,2023-12-01,December 2023,Computers in Biology and Medicine,00104825,17957,18790534,Journal,167,,107659,,"High-dimensional problems have increasingly drawn attention in gene selection and analysis. To add insult to injury, usually the number of features is greater than number of samples in microarray gene dataset which leads to an ill-posed underdetermined equation system. Poor performance and high computational time for learning algorithms are consequences of redundant features in high-dimensional data. Feature selection is a noteworthy pre-processing method to ameliorate the curse of dimensionality with aim of maximum relevancy and minimum redundancy information preservation. Likewise, unsupervised feature selection has been important since collecting labels for data is expensive. In this paper, we develop a novel robust unsupervised feature selection to select discriminative subset of features for unlabeled data based on rank constrained and dual regularized nonnegative matrix factorization. The major focus of the proposed technique is to discard redundant features while keeping the informative features. Proposed feature selection technique consists of nonnegative matrix factorization to decompose the data into feature weight matrix and representation matrix, inner product norm as regularization for both feature weight matrix and representation matrix, adaptive structure learning to preserve local information and Schatten-p norm as rank constraint. To demonstrate the effectiveness of the proposed method, numerical studies are conducted on six benchmark microarray datasets. The results show that the proposed technique outperforms eight state-of-art unsupervised feature selection techniques in terms of clustering accuracy and normalized mutual information.",Gene selection | Inner product norm | Local information preserving | Microarray dataset | Nonnegative matrix factorization | Rank constraint | Unsupervised feature selection,13,0,,,,,
116,2-s2.0-85174250872,10.1186/s13244-023-01527-1,,,A CT-based radiomics approach to predict intra-tumoral tertiary lymphoid structures and recurrence of intrahepatic cholangiocarcinoma,ar,Article,Xu Y.,60122781;60018554;124694091,Chinese Academy of Medical Sciences & Peking Union Medical College;Zhengzhou University;General Electric Healthcare (China),Beijing;Zhengzhou;Beijing,China;China;China,14,"Xu, Ying;Li, Zhuo;Yang, Yi;Li, Lu;Zhou, Yanzhao;Ouyang, Jingzhong;Huang, Zhen;Wang, Sicong;Xie, Lizhi;Ye, Feng;Zhou, Jinxue;Ying, Jianming;Zhao, Hong;Zhao, Xinming",59620055900;55548347800;57218496148;59794457300;57219116556;57219516300;24724012400;57209471622;57189383930;57207407562;36834762300;12645439800;56606468300;56002089000,60122781;60122781;60122781;60122781;60018554;60018554;60122781;124694091;124694091;60122781;60018554;60122781;60122781;60122781,2023-12-01,December 2023,Insights into Imaging,,21100212112,18694101,Journal,14,1,173,,"Purpose: To predict the tertiary lymphoid structures (TLSs) status and recurrence-free survival (RFS) of intrahepatic cholangiocarcinoma (ICC) patients using preoperative CT radiomics. Patients and methods: A total of 116 ICC patients were included (training: 86; external validation: 30). The enhanced CT images were performed for the radiomics model. The logistic regression analysis was applied for the clinical model. The combined model was based on the clinical and radiomics models. Results: A total of 107 radiomics features were extracted, and after being eliminated and selected, six features were combined to establish a radiomics model for TLSs prediction. Arterial phase diffuse hyperenhancement and AJCC 8th stage were combined to construct a clinical model. The combined (radiomics nomogram) model outperformed both the independent radiomics model and clinical model in the training cohort (AUC, 0.85 vs. 0.82 and 0.75, respectively) and was validated in the external validation cohort (AUC, 0.88 vs. 0.86 and 0.71, respectively). Patients in the rad-score no less than −0.76 (low-risk) group showed significantly better RFS than those in the less than −0.76 (high-risk) group (p < 0.001, C-index = 0.678). Patients in the nomogram score no less than −1.16 (low-risk) group showed significantly better RFS than those of the less than −1.16 (high-risk) group (p < 0.001, C-index = 0.723). Conclusions: CT radiomics nomogram could serve as a preoperative biomarker of intra-tumoral TLSs status, better than independent radiomics or clinical models; preoperative CT radiomics nomogram achieved accurate stratification for RFS of ICC patients, better than the postoperative pathologic TLSs status. Critical relevance statement: The radiomics nomogram showed better performance in predicting TLSs than independent radiomics or clinical models and better prognosis stratification than postoperative pathologic TLSs status in ICC patients, which may facilitate identifying patients benefiting most from surgery and subsequent immunotherapy. Key points: • The combined (radiomics nomogram) model consisted of the radiomics model and clinical model (arterial phase diffuse hyperenhancement and AJCC 8th stage). • The radiomics nomogram showed better performance in predicting TLSs than independent radiomics or clinical models in ICC patients. • Preoperative CT radiomics nomogram achieved more accurate stratification for RFS of ICC patients than the postoperative pathologic TLSs status. Graphical Abstract: [Figure not available: see fulltext.].",CT | Intrahepatic cholangiocarcinoma | Radiomics | Recurrence | Tertiary lymphoid structures,21,1,all publisherfullgold repository repositoryam,All Open Access Gold Green,NSFC,81972311,National Natural Science Foundation of China
117,2-s2.0-85165873400,10.1038/s41598-023-39215-1,,37495653,Identification of metabolic pathways contributing to ER+ breast cancer disparities using a machine-learning pipeline,ar,Article,Santaliz-Casiano A.,60000745;60027561;60013227;60030426;60002390;60138284;117473945,University of Illinois Urbana-Champaign;University of Illinois at Chicago;Northwestern University Feinberg School of Medicine;Northwestern Memorial Hospital;Northeastern Illinois University;Carle Illinois College of Medicine;Cancer Center at Illinois,Urbana;Chicago;Chicago;Chicago;Chicago;Urbana;Urbana,United States;United States;United States;United States;United States;United States;United States,21,"Santaliz-Casiano, Ashlie;Mehta, Dhruv;Danciu, Oana C.;Patel, Hariyali;Banks, Landan;Zaidi, Ayesha;Buckley, Jermya;Rauscher, Garth H.;Schulte, Lauren;Weller, Lauren Ro;Taiym, Deanna;Liko-Hazizi, Elona;Pulliam, Natalie;Friedewald, Sarah M.;Khan, Seema;Kim, J. Julie;Gradishar, William;Hegerty, Scott;Frasor, Jonna;Hoskins, Kent F.;Madak-Erdogan, Zeynep",57208933171;58507691900;14522391200;58597804900;58831569800;57211480634;58507244300;7004689554;57192888911;58507475600;57226860290;57194703955;55621013300;56217881800;26221176300;23479958000;7004427712;18634118800;6603196816;6602597022;12647630000,60000745;60000745;60027561;60027561;60027561;60027561;60027561;60027561;60013227;60013227;60013227;60030426;60013227;60013227;60013227;60013227;60013227;60002390;60027561;60027561;60000745-60138284-117473945,2023-12-01,December 2023,Scientific Reports,,21100200805,20452322,Journal,13,1,12136,,"African American (AA) women in the United States have a 40% higher breast cancer mortality rate than Non-Hispanic White (NHW) women. The survival disparity is particularly striking among (estrogen receptor positive) ER<sup>+</sup> breast cancer cases. The purpose of this study is to examine whether there are racial differences in metabolic pathways typically activated in patients with ER<sup>+</sup> breast cancer. We collected pretreatment plasma from AA and NHW ER+ breast cancer cases (AA n = 48, NHW n = 54) and cancer-free controls (AA n = 100, NHW n = 48) to conduct an untargeted metabolomics analysis using gas chromatography mass spectrometry (GC–MS) to identify metabolites that may be altered in the different racial groups. Unpaired t-test combined with multiple feature selection and prediction models were employed to identify race-specific altered metabolic signatures. This was followed by the identification of altered metabolic pathways with a focus in AA patients with breast cancer. The clinical relevance of the identified pathways was further examined in PanCancer Atlas breast cancer data set from The Cancer Genome Atlas Program (TCGA). We identified differential metabolic signatures between NHW and AA patients. In AA patients, we observed decreased circulating levels of amino acids compared to healthy controls, while fatty acids were significantly higher in NHW patients. By mapping these metabolites to potential epigenetic regulatory mechanisms, this study identified significant associations with regulators of metabolism such as methionine adenosyltransferase 1A (MAT1A), DNA Methyltransferases and Histone methyltransferases for AA individuals, and Fatty acid Synthase (FASN) and Monoacylglycerol lipase (MGL) for NHW individuals. Specific gene Negative Elongation Factor Complex E (NELFE) with histone methyltransferase activity, was associated with poor survival exclusively for AA individuals. We employed a comprehensive and novel approach that integrates multiple machine learning and statistical methods, coupled with human functional pathway analyses. The metabolic profile of plasma samples identified may help elucidate underlying molecular drivers of disproportionately aggressive ER+ tumor biology in AA women. It may ultimately lead to the identification of novel therapeutic targets. To our knowledge, this is a novel finding that describes a link between metabolic alterations and epigenetic regulation in AA breast cancer and underscores the need for detailed investigations into the biological underpinnings of breast cancer health disparities.",,18,1,all publisherfullgold repository repositoryam,All Open Access Gold Green,NIH,T32EB019944,National Institutes of Health
118,2-s2.0-85176399247,10.1097/RCT.0000000000001510,,37948373,Radiogenomic Analysis of Vascular Endothelial Growth Factor in Patients with Glioblastoma,ar,Article,Zheng F.,60073452;130497311,"Beijing Tiantan Hospital, Capital Medical University;Departments of Radiology",Beijing;,China;,7,"Zheng, Fei;Chen, Baoshi;Zhang, Lingling;Chen, Hongyan;Zang, Yuying;Chen, Xuzhu;Li, Yiming",57246012100;56164902400;57220811446;23097338800;57247848700;23090499200;57195242781,130497311;60073452;130497311;130497311;130497311;130497311;60073452,2023-11-01,1 November 2023,Journal of Computer Assisted Tomography,03638715,17210,15323145,Journal,47,6,,967-972,"Objectives This article aims to predict the presence of vascular endothelial growth factor (VEGF) expression and to predict the expression level of VEGF by machine learning based on preoperative magnetic resonance imaging (MRI) of glioblastoma (GBM). Methods We analyzed the axial T2-weighted images (T2WI) and T1-weighted contrast-enhancement images of preoperative MRI in 217 patients with pathologically diagnosed GBM. Patients were divided into negative and positive VEGF groups, with the latter group further subdivided into low and high expression. The machine learning models were established with the maximum relevance and minimum redundancy algorithm and the extreme gradient boosting classifier. The area under the receiver operating curve (AUC) and accuracy were calculated for the training and validation sets. Results Positive VEGF in GBM was 63.1% (137/217), with a high expression ratio of 53.3% (73/137). To predict the positive and negative VEGF expression, 7 radiomic features were selected, with 3 features from T1CE and 4 from T2WI. The accuracy and AUC were 0.83 and 0.81, respectively, in the training set and were 0.73 and 0.74, respectively, in the validation set. To predict high and low levels, 7 radiomic features were selected, with 2 from T1CE, 1 from T2WI, and 4 from the data combinations of T1CE and T2WI. The accuracy and AUC were 0.88 and 0.88, respectively, in the training set and were 0.72 and 0.72, respectively, in the validation set. Conclusion The VEGF expression status in GBM can be predicted using a machine learning model. Radiomic features resulting from data combinations of different MRI sequences could be helpful.",glioblastoma | machine learning | magnetic resonance imaging | vascular endothelial growth factor,3,1,all publisherhybridgold repository repositoryam,All Open Access Hybrid Gold Green,NSFC,81772005,National Natural Science Foundation of China
119,2-s2.0-85171378124,10.1007/s10489-023-04819-7,,,A genetic algorithm-based dendritic cell algorithm for input signal generation,ar,Article,Zhang D.,60029306,Wuhan University,Wuhan,China,3,"Zhang, Dan;Zhang, Yu;Liang, Yiwen",57217106180;59069577800;10039630100,60029306;60029306;60029306,2023-11-01,November 2023,Applied Intelligence,0924669X,23674,15737497,Journal,53,22,,27571-27588,"The dendritic cell algorithm (DCA) is a classification algorithm based on the biological antigen presentation process. Its classification efficiently depends on a data preprocessing procedure, where feature selection and signal categorization are the main work for generating input signals. Several methods have been employed (e.g., correlation coefficient and rough set theory). Those studies preferred to measure the importance of features by evaluating their relevance to the class. Generally, they determined a mapping relationship between important features and signal categories of DCA based on expert knowledge. Typically, those studies ignore the effect of unimportant features, and the mapping relationship determined by expertise may not produce an optimal classification result. Thus, a hybrid model, GA-DCA, is proposed for feature selection and signal categorization based on the genetic algorithm (GA). This study transforms feature selection and signal categorization into a grouping task (i.e., divides features into different signal groups). This study introduces a permutation-based expression with “Group"" symbols to represent a potential feature grouping scheme. Correspondingly, adaptive operators are proposed to expand each possible scheme on the path from the initial feature grouping to the best feature grouping. GA-DCA searches the optimal feature subset and automatically assigns them to the most suitable signal groups without expertise. This study verifies the proposed approach by employing the UCI Machine Learning Repository and Keel-dataset Repository, and significant performance improvement is achieved.",Dendritic cell algorithm | Feature grouping | Genetic algorithm | Input signal generation,3,0,,,NSFC,JCYJ2016042815-3956266,National Natural Science Foundation of China
120,2-s2.0-85168082749,10.1007/s12559-023-10185-w,,,A Biologically-Inspired Sparse Self-Representation Approach for Projected Fuzzy Double C-Means Clustering,ar,Article,Tian X.,60008691;60025475,University of Shanghai for Science and Technology;University of Portsmouth,Shanghai;Portsmouth,China;United Kingdom,7,"Tian, Xin;Sun, Cun;Sun, Ying;Song, Yan;Wei, Guoliang;Yu, Hui;Li, Ming",57211320623;57536296500;57196185986;55336976800;8365213900;56115992300;57206279838,60008691;60008691;60008691;60008691;60008691;60025475;60008691,2023-11-01,November 2023,Cognitive Computation,18669956,19400158515,18669964,Journal,15,6,,2202-2215,"Data redundancy is frequently encountered in biologically data. Locality preserving projection (LPP) is a dimensionality reduction approach to mitigate the data redundancy while preserving the substantial geometry inspired by biological processes. Its application can contribute promisingly to the fuzzy c-means (FCM) clustering. However, the existing locality preserving based FCM clustering methods that combine LPP with FCM focus only on the local information, probably resulting in somewhat conservatism. A novel FCM clustering method, namely, projected fuzzy double c-means clustering using sparse self-representation (PFD SSR), is developed in this paper. The main idea of PFD SSR is three-fold: (1) Inspired by biological processes, a so-called sparse self-representation (SSR) method is employed. Hence, the global data distribution is investigated so as to enhance the clustering performance; (2) LPP is utilized to handle both the raw data and the dictionary matrix obtained by SSR, which greatly reduces the feature dimensions and solidly preserves the intrinsic data distribution. In addition, the regularization terms of these two achievements under projection are introduced to the FCM’s objective function, which helps reduce the risk of being trapped into local optima during the model training; and (3) the alternative direction technique is applied to learn the model. The experimental results on 11 datasets including 6 biologically data sets demonstrated the proposed method outperforms the state-of-art clustering methods. The proposed subspace clustering method has a good ability of handling the high-dimensional data, especially biological data.",Dimension reduction | Fuzzy c-means clustering | Locality preserving projection | Regularization | Sparse self-representation,0,0,,,"NSFC, NNSF, NNSFC",6142210200304,Natural Science Foundation of Shanghai Municipality
